link_researcher,assunto_keywords,assunto_ids
/pt/auxilios/54942/analise-in-vitro-da-proliferacao-celular-e-producao-de-mediadores-inflamatorios-por-queratinocitos-e/,Citotoxicidade imunológica##Prótese bucomaxilofacial##Resinas acrílicas##Queratinócitos##Adesivos dentinários##Elastômeros de silicone##Cultura de células##Reação em cadeia da polimerase em tempo real,4952##152902##8052##18251##15631##153350##4904##160909
/pt/auxilios/54943/avaliacao-mastigatoria-salivar-nutricional-antropometrica-e-halitose-em-adultos-jovens/,Microbiologia oral##Halitose##Mastigação##Antropometria##Obesidade##Saliva,5729##7109##17669##7655##33##4724
/pt/auxilios/54945/efeito-dos-lasers-ndyag-e-diodo-na-dentina-erodida-e-abrasionada/,Dentística##Laser do estado sólido##Diodos##Abrasão dentária##Dentina##Erosão dentária,7616##2517##1191##14768##5663##152365
/pt/auxilios/54947/analise-quantitativa-dos-niveis-de-microrganismos-do-dominio-archaea-presentes-no-biofilme-subgengiv/,Microbiologia oral##Doenças periodontais##Biofilmes##Archaea##Prevalência##Reação em cadeia da polimerase via transcriptase reversa quantitativa (qRT-PCR),5729##5504##733##5757##6442##149089
/pt/auxilios/55002/espectroscopia-vibracional-de-tecidos-biologicos-diagnostico-de-lesoes-cancerosas-e-caracterizacao/,Radiação em odontologia##Laser do estado sólido##Espectroscopia infravermelho transformada de Fourier##Traumatismos dentários##Neoplasias bucais##Esmalte dentário##Dentina##Biópsia,149996##2517##16461##95929##1031##2231##5663##3024
/pt/auxilios/55021/estudo-comparativo-do-processo-de-reparo-utilizando-osso-autogeno-e-beta-tricalcio-fosfato-em-levant/,Traumatologia##Seio maxilar##Enxerto ósseo##Transplante autólogo##Substitutos ósseos##Reabsorção óssea,20514##153167##6965##1622##7301##17861
/pt/auxilios/55034/avaliacao-por-extensometria-da-deformacao-superficial-do-osso-gerada-por-proteses-sobre-implantes-co/,Prótese sobre implantes ósseointegrados##Projeto do implante dentário-pivô##Força de mordida,149694##169586##19772
/pt/auxilios/55071/doenca-periodontal-em-adultos-com-deficiencia-isolada-do-hormonio-do-crescimento-aspectos-clinicos/,Imunologia##Nanismo##Doenças periodontais##Hormônio do crescimento##Microbiologia,158012##14982##5504##8220##158001
/pt/auxilios/55073/influencia-da-infeccao-pulpar-associada-a-diabetes-no-perfil-sanguineo-e-na-quantificacao-das-citoci/,Diabetes mellitus##Citocinas##Contagem de células sanguíneas,997##662##3752
/pt/auxilios/55082/ensaio-clinico-randomizado-duplo-cego-cruzado-para-avaliacao-de-uma-solucao-experimental-a-base-de/,Ricinus communis##Rugosidade##Hipoclorito de sódio##Prótese dentária##Biofilmes,155372##173549##40286##3465##733
/pt/auxilios/55083/estudo-da-acao-de-bacterias-e-suas-toxinas-na-producao-de-citocinas-inflamatorias-secretadas-por-fib/,Endotoxinas##Odontoblastos##Bactérias##Citocinas##Endodontia##Fibroblastos,8605##27932##346##662##157869##1979
/pt/auxilios/55129/influencia-do-diametro-do-pino-e-remanescente-coronario-na-distribuicao-de-tensoes-em-dentes-unirrad/,Prótese dentária##Dente não vital##Pinos dentários##Biomecânica##Método dos elementos finitos,3465##170014##159289##424##423
/pt/auxilios/47534/efeito-dos-tratamentos-de-superficie-em-ceramicas-processadas-de-diferentes-formas/,Prótese dentária##Cimentos dentários##Tratamento de superfícies##Materiais cerâmicos##Neutralização##Ácido fluorídrico,3465##8915##7723##232##151973##152032
/pt/auxilios/47731/perfil-de-metilacao-do-rassf-1a-exon-1-em-queilite-actinica-e-carcinoma-epidermoide-de-labio-inferio/,Estomatologia##Neoplasias bucais##Raios ultravioleta##Metilação de DNA##Epigênese genética,10877##1031##2917##5573##5574
/pt/auxilios/47745/efetividade-de-vernizes-fotopolimerizaveis-experimentais-e-da-escovacao-na-reducao-da-adesao-e-forma/,Prótese dentária##Biofilmes##Resinas acrílicas##Forramento da cavidade dentária##Escovação dentária,3465##733##8052##154801##150244
/pt/auxilios/47917/efeito-optico-de-clareamento-obtido-por-creme-dental-clareador-contendo-blue-covarine-em-dentes-manc/,Dentística restauradora##Clareamento de dente##Cremes dentais,18234##13845##151378
/pt/auxilios/47734/influencia-na-resposta-clinica-e-microbiologica-do-momento-de-administracao-de-amoxicilina-e-metroni/,Periodontite agressiva##Periodontite crônica,152924##152680
/pt/auxilios/47737/novos-tratamentos-da-superficie-interna-da-infraestrutura-influencia-na-resistencia-a-fratura-e-a-f/,Materiais cerâmicos##Feldspato##Zircônia tetragonal policristalina estabilizada com ítrio (Y-TZP)##Tratamento de superfícies##Fadiga dos materiais##Coroas dentárias,232##8777##162899##7723##1241##149700
/pt/auxilios/47738/analise-clinica-microbiologica-imunologica-e-da-expressao-genica-em-individuos-com-sindrome-de-dow/,Periodontite##Síndrome de Down##Microbiologia oral##Análise microbiológica##Reação em cadeia da polimerase em tempo real,872##4780##5729##8502##160909
/pt/auxilios/47802/a-utilizacao-do-dispositivo-grindcare-no-diagnostico-do-bruxismo-do-sono/,Disfunção temporomandibular##Dor facial##Bruxismo##Eletromiografia##Polissonografia##Diagnóstico bucal,148037##149596##149169##11027##16517##8397
/pt/auxilios/47849/fatores-interferentes-na-qualidade-de-vida-em-saude-bucal/,Reabilitação bucal##Dor facial##Prótese dentária##Qualidade de vida,11008##149596##3465##4066
/pt/auxilios/47852/interacoes-entre-diferentes-especies-de-candida-na-candidose-experimental-em-modelos-de-invertebrado/,Microbiologia oral##Candida##Candidose##Galleria mellonella,5729##5074##7541##151398
/pt/auxilios/47853/protocolo-custo-efetivo-de-terapia-fotodinamica-para-o-tratamento-das-candidoses-bucais-estudo-pre-/,Reabilitação bucal##Candidose##Candida albicans##Resistência microbiana a medicamentos##Terapia fotodinâmica,11008##7541##3119##164237##150454
/pt/auxilios/47855/estudo-in-vivo-dos-efeitos-da-terapia-fotodinamica-mediada-pelo-photodithazine-e-luz-led-sobre-can/,Prótese dentária##Prótese parcial removível##Candidose##Candida albicans##Fatores de virulência##Resistência microbiana a medicamentos##Terapia fotodinâmica,3465##23899##7541##3119##5779##164237##150454
/pt/auxilios/47898/avaliacao-da-durabilidade-do-sistema-de-retencao-de-overdentures-do-tipo-o-ring-submetidos-a-solucoe/,Prótese dentária##Higienizadores de dentadura##Anti-sépticos bucais,3465##11044##158499
/pt/auxilios/47900/eficacia-da-instrumentacao-rotatoria-utilizando-diferentes-substancias-quimicas-auxiliares-em-neutra/,Microbiologia oral##Bactérias gram-negativas##Fatores de virulência##Canal radicular##Ácidos teicoicos##Citotoxicidade##Óxido nítrico##Citocinas##Própolis,5729##882##5779##4844##157234##6595##1252##662##120
/pt/auxilios/47912/inativacao-da-presa-quimica-de-cimentos-resinosos/,Cimentos dentários##Cimentos de resina##Adesivos dentinários##Polimerização,8915##152989##15631##2130
/pt/auxilios/48015/efeito-de-diferentes-protocolos-de-cimentacao-para-uma-ceramica-a-base-de-oxidos-de-dissilicato-de-l/,Prótese dentária##Cimentos dentários##Cimentação de coroas##Biomateriais cerâmicos##Tratamento de superfícies##Ciclagem térmica (odontologia),3465##8915##149701##4885##7723##19742
/pt/auxilios/46546/estudo-da-expressao-imuno-histoquimica-da-via-pi3k-akt-mtor-em-lesoes-bucais-potencialmente-maligna/,Patologia bucal##Leucoplasia bucal##Carcinogênese bucal##Imuno-histoquímica,3635##149347##5593##162220
/pt/auxilios/47152/avaliacao-da-expressao-de-moleculas-do-ciclo-celular-p-16-ciclina-d1-e-retinoblastoma-em-adenoma-p/,Patologia bucal##Neoplasias das glândulas salivares##Transformação celular neoplásica##Adenoma pleomórfico##Carcinoma ex-adenoma pleomórfico##Imuno-histoquímica##Ciclo celular,3635##6348##158257##152311##169990##162220##1978
/pt/auxilios/47153/eficacia-da-escovacao-mecanica-combinada-com-diferentes-agentes-desinfetantes-de-protese-na-reducao/,Prótese dentária##Biofilmes##Escovação dentária##Resinas acrílicas,3465##733##150244##8052
/pt/auxilios/47154/condicoes-de-saude-bucal-de-criancas-menores-de-5-anos-de-idade-no-municipio-de-diadema-sp-entre-1/,Saúde bucal##Cárie dentária##Erosão dentária##Qualidade de vida##Epidemiologia##Crianças,1593##311##152365##4066##157796##1097
/pt/auxilios/47255/comprometimento-cognitivo-leve-e-doenca-de-alzheimer-prevalencia-de-infeccao-bucal-e-niveis-sericos/,Doenças periodontais##Doença de Alzheimer##Citocinas##Dor##Comprometimento cognitivo leve,5504##1947##662##2655##19559
/pt/auxilios/47258/uma-abordagem-de-um-cimento-resinoso-experimental-contendo-um-sal-de-difeniliodonio-avaliando-a-infl/,Dentística##Cimentos dentários##Cimentos de resina##Propriedades mecânicas##Resistência de união (odontologia),7616##8915##152989##1372##11235
/pt/auxilios/47304/estudo-comparativo-da-fixacao-e-integracao-de-enxertos-osseos-onlay-com-o-uso-de-n-butil-2-cianocr/,Remodelação óssea##Técnicas de fixação da arcada ósseo-dentária##Parafusos ósseos##Enxerto ósseo##Titânio##Reação em cadeia da polimerase em tempo real##Cianoacrilatos,20574##157450##8212##6965##1363##160909##157451
/pt/auxilios/47307/monitoramento-de-lesoes-subsuperficiais-de-carie-em-esmalte-produzidas-in-vitro-em-funcao-dos-temp/,Dentística##Desmineralização do dente##Cárie dentária##Esmalte dentário##Remineralização dentária,7616##15800##311##2231##149251
/pt/auxilios/46639/caracterizacao-e-estudo-in-vitro-da-biocompatibilidade-de-ligas-de-titanio-para-aplicacao-biomedica/,Implantes dentários##Ligas metálicas##Titânio##Osteoblastos,1367##762##1363##152126
/pt/auxilios/46823/implantes-porosos-de-titanio-e-tratamento-biomimetico-efeitos-na-expressao-genica-de-osteoblastos-d/,Biomateriais##Materiais biomiméticos##Ósseointegração##Titânio,396##7763##3597##1363
/pt/auxilios/46925/condicao-bucal-como-preditora-de-mudancas-na-saude-geral-de-idosos-independentes-e-seus-fatores-de-r/,Odontologia geriátrica##Perda de dente##Estado nutricional##Índice de massa corporal,153266##157248##6825##13758
/pt/auxilios/46961/prevalencia-de-carie-escondida-em-adultos-jovens-correlacao-entre-indice-icdas-ii-radiografia-digi/,Dentística restauradora##Cárie dentária##Diagnóstico por imagem##Imagem digital odontológica##Fluorescência##Diodo laser,18234##311##804##150337##2245##166671
/pt/auxilios/46972/analise-da-progressao-de-lesoes-de-erosao-apos-irradiacao-com-laser-de-ndyag/,Erosão dentária##Laser do estado sólido##Perfilometria,152365##2517##162934
/pt/auxilios/47069/atividade-eletrica-dos-musculos-orbiculares-antes-e-apos-a-instalacao-de-proteses-oculares/,Próteses e implantes##Olho artificial##Enucleação ocular##Oftalmoplegia externa progressiva crônica##Eletromiografia,1432##20511##156103##157459##11027
/pt/auxilios/47074/efeito-de-diferentes-materiais-moldeiras-e-procedimentos-na-precisao-de-tecnicas-de-moldagem-estud/,Prótese dentária##Técnica de moldagem odontológica##Elastômeros##Fotografia,3465##153253##1831##158121
/pt/auxilios/47077/o-papel-da-nicotina-cotinina-e-cafeina-no-comportamento-eletroquimico-e-colonizacao-bacteriana-do-t/,Prótese dentária##Corrosão##Titânio##Cotinina##Nicotina##Cafeína##Biofilmes##Eletroquímica,3465##1000##1363##18841##7392##5615##733##1218
/pt/auxilios/47106/influencia-da-composicao-nas-caracteristicas-de-polimerizacao-de-compositos-experimentais/,Dentística restauradora##Resinas compostas##Fotoiniciadores dentários##Resistência dos materiais##Propriedades mecânicas##Polimerização,18234##3509##157252##1378##1372##2130
/pt/auxilios/47122/irrigacao-por-pressao-negativa-endovac-versus-irrigacao-convencional-estudo-histopatologico-imun/,Endodontia##Lesões periapicais##Canal radicular,157869##150095##4844
/pt/auxilios/47123/mini-implantes-ortodonticos-avaliacao-microbiologica-e-quantificacao-de-citocinas-pro-inflamatorias/,Implantes dentários##Microbiologia oral##Mini-implantes##Endotoxinas##Osteoclastos##Citocinas,1367##5729##153271##8605##152636##662
/pt/auxilios/47132/caracterizacao-metabolica-e-esqueletica-no-hiperparatireoidismo-primario-antes-e-apos-cura-cirurgica/,Doenças ósseas metabólicas##Osteoporose##Hiperparatireoidismo primário##Hormônios paratireóideos##Osteocalcina##Densidade óssea##Remodelação óssea,19449##8148##153315##157225##7834##3088##20574
/pt/auxilios/47162/emprego-de-dispositivos-de-interatividade-no-ensino-de-radiologia-odontologica/,Educação em odontologia##Métodos de ensino##Interatividade,153329##150846##1795
/pt/auxilios/47163/influencia-do-diabetes-mellitus-na-resposta-tecidual-e-da-capacidade-de-mineralizacao-dos-cimentos-s/,Cimentos endodônticos##Polietileno##Calcificação fisiológica##Diabetes mellitus##Teste de biocompatibilidade,20501##6899##16708##997##8885
/pt/auxilios/45846/desenvolvimento-de-metodologias-para-estudos-de-permeacao-de-formulacoes-topicas-para-uso-em-odontol/,Anestesia odontológica##Anestesia local##Mucosa bucal##Lidocaína,149155##7633##7477##6150
/pt/auxilios/46550/avaliacao-da-influencia-da-espessura-da-tecnica-de-aplicacao-e-do-protocolo-de-resfriamento-da-cera/,Prótese dentária##Porcelana dentária##Zircônia tetragonal policristalina estabilizada com ítrio (Y-TZP)##Resistência dos materiais##Resistência à tração,3465##19804##162899##1378##6463
/pt/auxilios/46553/avaliacao-biomecanica-3d-de-molas-t-de-niti-compostas/,Biomecânica##Molas ortodônticas,424##150331
/pt/auxilios/46555/efeito-da-amoxicilina-no-desenvolvimento-do-esmalte-dentario-de-ratos/,Desmineralização do dente,15800
/pt/auxilios/46582/quantificacao-estereologica-de-populacoes-celulares-do-cortex-pre-frontal-de-ratos-submetidos-a-anox/,Hipoxia encefálica##Córtex cerebral,150326##9695
/pt/auxilios/46664/avaliacao-da-contaminacao-peri-e-intra-implantar-de-proteses-cimentadas-sobre-conectores-de-titanio/,Implantes dentários##Biofilmes##Placa bacteriana##Hibridização de ácido nucleico,1367##733##313##7577
/pt/auxilios/46736/avaliacao-molecular-e-microscopica-do-efeito-do-acido-zoledronico-sobre-o-reparo-osseo-de-alveolos-d/,Defeitos ósseos##Osteonecrose##Fêmur##Remodelação óssea##Difosfonatos##Ácido zoledrônico,169001##150197##5866##20574##150198##163905
/pt/auxilios/46799/analise-dos-efeitos-do-estresse-cronico-e-da-regulacao-neuroendocrina-sobre-o-cancer-de-boca/,Neoplasias bucais##Carcinogênese bucal##Neoplasias de cabeça e pescoço##Estresse##Marcador molecular##Fenótipo,1031##5593##2990##659##1028##152207
/pt/auxilios/46807/avaliacao-de-protocolos-modificados-para-colagem-de-brackets-ceramicos-com-vistas-a-preservacao-da-i/,Braquete ortodôntico##Ortodontia##Porcelana dentária##Esmalte dentário##Adesivos dentinários,15572##158147##19804##2231##15631
/pt/auxilios/46930/avaliacao-in-vitro-da-eficacia-e-durabilidade-da-acao-de-agentes-dessensibilizantes-na-reducao-da-pe/,Permeabilidade##Sensibilidade##Flúor##Dentina,12030##176372##312##5663
/pt/auxilios/46236/avaliacao-dos-efeitos-da-alta-concentracao-de-glicose-e-da-participacao-da-via-insulinica-sobre-a-di/,Osteogênese##Osteoblastos##Células-tronco mesenquimais##Diabetes mellitus##Inflamação##Insulina,1361##152126##16463##997##665##947
/pt/auxilios/46339/deteccao-de-microrganismos-na-saliva-e-em-braquetes-metalicos-autoligaveis-empregando-a-tecnica-che/,Aparelho ortodôntico fixo##Braquetes##Microbiologia oral##Saliva##Sondas de DNA,15571##150276##5729##4724##160851
/pt/auxilios/46342/avaliacao-das-proteses-unitarias-sobre-implantes-de-hexagono-externo-interno-e-cone-morse-com-difer/,Implantes dentários##Prótese dentária fixada por implante##Método dos elementos finitos##Osso e ossos,1367##17590##423##3541
/pt/auxilios/46353/efeito-da-membrana-de-polivinilideno-trifluoretilenotitanato-de-bario-sobre-a-formacao-ossea-em-d/,Implantes dentários##Materiais cerâmicos##Porcelana dentária,1367##232##19804
/pt/auxilios/46358/avaliacao-do-preparo-de-canais-radiculares-com-seccao-transversal-achatada-realizado-com-os-sistemas/,Instrumentos endodônticos##Preparo de canal radicular##Microtomografia por raio X,153084##160973##169196
/pt/auxilios/46363/novos-parametros-para-o-clareamento-dental-avaliacao-da-eficacia-citotoxicidade-e-efeitos-molecula/,Clareamento de dente##Citotoxicidade##Odontoblastos##Dentina,13845##6595##27932##5663
/pt/auxilios/46382/sistemas-cad-cam-avaliacao-da-precisao-de-aquisicao-de-dados-e-dos-equipamentos-de-fresagem/,Próteses e implantes##Fresagem##CAD/CAM,1432##2414##15449
/pt/auxilios/46454/radiometria-otica-de-lasers-leds-e-lampadas-emissoras-de-radiacao-ultravioleta/,Fototerapia##Terapia a laser##Radiometria##Dosimetria##Espectrorradiometria,3322##10350##10218##2984##165947
/pt/auxilios/46456/proteses-parciais-fixas-apoiadas-sobre-conexao-dente-implante-analise-do-comportamento-biomecanico/,Implantes dentários##Prótese parcial fixa##Biomecânica##Método dos elementos finitos,1367##7630##424##423
/pt/auxilios/46460/tratamento-restaurador-em-molares-afetados-pela-hipomineralizacao-molar-incisivo-estudo-longitudina/,Desmineralização do dente##Dente molar##Incisivo##Restauração dentária,15800##18235##150250##6718
/pt/auxilios/46464/efeito-da-laserterapia-sobre-a-viabilidade-e-proliferacao-de-diferentes-tipos-celulares-em-cultura-s/,Osteonecrose##Maxilar##Alendronato##Fibroblastos##Terapia a laser,150197##150253##149419##1979##10350
