Pesquisador_link,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
/pt/pesquisador/193597/orlando-graziani-povoas-barsottini/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,10,3,4,3
/pt/pesquisador/216309/maria-valeria-bahamondes-makuch/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,3,3,2
/pt/pesquisador/8692/sueli-mieko-oba-shinjo/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,0
/pt/pesquisador/92834/jose-pontes-junior/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,1,1,0
/pt/pesquisador/34060/rubens-jose-gagliardi/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,7,3
/pt/pesquisador/33996/wang-yuan-pang/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,22,40,53,55,78,47
/pt/pesquisador/4642/fernando-morgan-de-aguiar-correa/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,32,32,71,69,31,48,70,65,58,47,24
/pt/pesquisador/7154/jose-claudio-meneghetti/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,2,2,7,2,6,8,2,0
/pt/pesquisador/8352/fabio-fernandes/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,6,1,1
/pt/pesquisador/8292/maria-luiza-cotrim-sartor-de-oliveira/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1,1,1
/pt/pesquisador/178093/vinicius-de-lima-vazquez/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,22,8
/pt/pesquisador/178094/paulo-francisco-guerreiro-cardoso/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/pt/pesquisador/35186/ana-claudia-trocoli-torrecilhas/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3
/pt/pesquisador/3696/ana-luisa-godoy-fernandes/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,3,2,6,2,3,4,5,2
/pt/pesquisador/31580/edson-amaro-junior/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6,8,10,18,12,13,7
/pt/pesquisador/60688/luiz-felipe-domingues-passero/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,3,11,13,30,38,57,12
/pt/pesquisador/47299/silvia-maria-de-oliveira-titan/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,10,2
/pt/pesquisador/178580/eduardo-mazzucchi/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/pt/pesquisador/40672/cassia-raquel-teatin-juliato/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,6
/pt/pesquisador/36199/katia-candido-carvalho/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,2
/pt/pesquisador/55810/humberto-delle/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,5,3,5,6,9,11,4
/pt/pesquisador/89492/jacqueline-pontes-monteiro/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
/pt/pesquisador/74504/vitor-engracia-valenti/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,2,1,2,5,13,3
/pt/pesquisador/31368/ruth-guinsburg/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,3,3,5,7,1
/pt/pesquisador/37324/edson-guimaraes-lo-turco/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,8,8,4,0
/pt/pesquisador/88774/andre-lopes-carvalho/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,19,18,17,7
/pt/pesquisador/7425/heraldo-possolo-de-souza/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,9,9,21,15,17,18,13,4
/pt/pesquisador/178584/elizete-aparecida-lomazi/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/pt/pesquisador/171069/joao-batista-de-miranda/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0
/pt/pesquisador/8509/carlos-augusto-real-martinez/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,3,5,1,16,8,12,3
/pt/pesquisador/101781/flavia-de-lima-osorio/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,22,30,37,30,13
/pt/pesquisador/43197/flavia-de-oliveira/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,6,3,14,3
/pt/pesquisador/31615/nilton-mazzer/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,1,1,0,0
/pt/pesquisador/172296/andrei-carvalho-sposito/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,6,12,12,8,3
/pt/pesquisador/172388/vania-dos-santos-nunes-nogueira/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,4,5,0
/pt/pesquisador/75680/jorge-esquiche-leon/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0
/pt/pesquisador/57126/ana-cristina-aoun-tannuri/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,5,7,9,6,5
/pt/pesquisador/33401/eliana-aguiar-petri-nahas/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,11,10,17,22,37,48,17
/pt/pesquisador/8505/cristiane-miranda-franca/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,8,7,4,7,3
/pt/pesquisador/31609/jarbas-jakson-dinkhuysen/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
/pt/pesquisador/171931/ricardo-augusto-monteiro-de-barros-almeida/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2
/pt/pesquisador/7931/jose-guilherme-mendes-pereira-caldas/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
/pt/pesquisador/94894/joao-carlos-belloti/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,6,1,2,1
/pt/pesquisador/31573/luiz-ernesto-de-almeida-troncon/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/pt/pesquisador/171984/elisa-brietzke/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,2
/pt/pesquisador/7192/antonio-de-padua-mansur/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
/pt/pesquisador/90206/moises-cohen/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1
/pt/pesquisador/171072/denise-tessariol-hachul/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,7,3
/pt/pesquisador/171073/denise-maria-christofolini/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6,4,4,3
/pt/pesquisador/4508/mauricio-simoes-abrao/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1
/pt/pesquisador/8798/fernando-guimaraes/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,2,0
/pt/pesquisador/5252/lourenco-gallo-junior/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/pt/pesquisador/74187/maria-aparecida-dalboni/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,1,1,13,12,6
/pt/pesquisador/105782/rubens-chojniak/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/pt/pesquisador/8931/filomena-marino-carvalho/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,3,2,5,3,4,2
/pt/pesquisador/91160/claudia-saad-magalhaes/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,3,1,2
/pt/pesquisador/8414/maria-cristina-ribeiro-de-castro/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
/pt/pesquisador/32354/eliana-pereira-de-araujo/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,10
/pt/pesquisador/4420/jose-batista-volpon/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/pt/pesquisador/599/milton-de-arruda-martins/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,12,22,35,20,40,41,56,75,87,26
/pt/pesquisador/89075/sonia-maria-dozzi-brucki/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,6,18,7,6
/pt/pesquisador/896/eloiza-helena-tajara-da-silva/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,21,23,39,37,32,55,83,91,100,133,129,51
/pt/pesquisador/45244/vinicius-nahime-de-brito/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,6,4,2,0
/pt/pesquisador/8071/eduardo-schor/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
/pt/pesquisador/87431/ivani-credidio-trombetta/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,20,24,28,25,30,29,30,10
/pt/pesquisador/2862/denise-do-socorro-da-silva-rodrigues/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
/pt/pesquisador/31499/magnus-regios-dias-da-silva/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,18,21,21,24,15,24,24,24,11
/pt/pesquisador/92601/cleisson-fabio-andrioli-peralta/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
/pt/pesquisador/90633/ricardo-mingarini-terra/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,1,1,1,2,1
/pt/pesquisador/102643/martino-martinelli-filho/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/pt/pesquisador/5065/helio-vannucchi/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,1,5,10,17,14,11,6
/pt/pesquisador/6194/maria-de-lourdes-brizot/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,3,2
/pt/pesquisador/88019/raphael-del-roio-liberatore-junior/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/pt/pesquisador/6979/lea-assed-bezerra-da-silva/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,14,10,14,20,20,18,16,25,39,8
/pt/pesquisador/164915/daniela-ponce/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,7,3
/pt/pesquisador/87453/silke-anna-theresa-weber/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,8,20,7
/pt/pesquisador/41037/cintia-cercato/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,3,12,10,15,2
/pt/pesquisador/33912/marcelo-masruha-rodrigues/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,8,11,12,3
/pt/pesquisador/52630/angela-flavia-logullo-waitzberg/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/pt/pesquisador/5391/edna-teruko-kimura/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,23,52,45,58,16
/pt/pesquisador/106200/pedro-silvio-farsky/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3
/pt/pesquisador/34782/selma-freire-de-carvalho-da-cunha/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,2,6,7,9,1
/pt/pesquisador/33935/fabio-xerfan-nahas/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
/pt/pesquisador/34178/erich-talamoni-fonoff/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,7,8,25,28,37,27,7
/pt/pesquisador/105781/bianca-alves-vieira-bianco/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,8,15,30,28,30,67,19
/pt/pesquisador/105785/ludhmila-abrahao-hajjar/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,13,11,7
/pt/pesquisador/33924/roseli-oselka-saccardo-sarni/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1
/pt/pesquisador/106026/miguel-lia-tedde/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,0
/pt/pesquisador/105334/marcelo-de-medeiros-pinheiro/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/pt/pesquisador/29682/edwin-tamashiro/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,13,17,16,7
/pt/pesquisador/33639/paulo-ricardo-criado/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
/pt/pesquisador/391/ubiratan-fabres-machado/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,8,16,17,37,38,56,66,97,104,47
/pt/pesquisador/105499/samuel-katsuyuki-shinjo/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6,6,9,25,5
/pt/pesquisador/5803/florindo-stella/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,10,10,5,8,16,4
/pt/pesquisador/104496/antonio-carlos-cordeiro-silva-junior/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,19,20,18,21,21,11
/pt/pesquisador/104498/alberto-queiroz-farias/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,2,3,2
/pt/pesquisador/67353/patricia-maria-de-carvalho-aguiar/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,6,0,0
/pt/pesquisador/34037/sintia-iole-nogueira-belangero/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,22,43,50,79,93,42
/pt/pesquisador/8616/jacqueline-costa-teixeira-caramori/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0
/pt/pesquisador/178564/mario-francisco-pereira-juruena/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
/pt/pesquisador/178440/ronaldo-laranjeira/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,7,5,7,10,15,12,4
/pt/pesquisador/32054/helena-paula-brentani/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,2,5,8,20,18,27,46,21
/pt/pesquisador/102639/alan-stewart-hazell/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,5,1
/pt/pesquisador/178568/eduardo-leite-vieira-costa/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,49,19
/pt/pesquisador/13378/rodrigo-pessoa-cavalcanti-lira/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
/pt/pesquisador/102911/fabio-henrique-rossi/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,9,13,8
/pt/pesquisador/6177/joao-renato-rebello-pinho/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,26,37,72,81,85,100,114,98,103,13
/pt/pesquisador/87424/alessandra-carvalho-goulart/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,6,3,7,8,10,16,27,29,11
/pt/pesquisador/8375/gil-benard/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,6,12,18,30,31,25,8
/pt/pesquisador/2652/jose-barreto-campello-carvalheira/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,5,15,12,7
/pt/pesquisador/7295/celina-tizuko-fujiyama-oshima/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,7,3,4,5,3,0,5,2
/pt/pesquisador/45241/joao-paulo-mardegan-issa/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,3,5,9,20,13,32,4
/pt/pesquisador/91889/nereida-kilza-da-costa-lima/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1
/pt/pesquisador/7370/maria-marluce-dos-santos-vilela/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,5,16,14,17,12,14,8,15,4
/pt/pesquisador/4423/mario-jefferson-quirino-louzada/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/pt/pesquisador/34816/angelica-de-medeiros-claudino/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,0
/pt/pesquisador/86979/gilmar-fernandes-do-prado/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/pt/pesquisador/94891/isabela-werneck-da-cunha/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,3,6,5,3
/pt/pesquisador/7073/lucia-da-conceicao-andrade/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,9,16,20,9
/pt/pesquisador/93525/mauro-jose-costa-salles/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,10,13,13,8
/pt/pesquisador/54216/alexandre-da-costa-pereira/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,10,14,32,53,57,25
/pt/pesquisador/89723/gloria-maria-de-almeida-souza-tedrus/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,0
/pt/pesquisador/94481/francisco-tibor-denes/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,2
/pt/pesquisador/93090/ronaldo-cesar-borges-gryschek/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,6,5,14,18,6
/pt/pesquisador/4544/frida-zaladek-gil/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,0
/pt/pesquisador/7784/aytan-miranda-sipahi/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,2,2,0
/pt/pesquisador/91274/roseli-mieko-yamamoto-nomura/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,2
/pt/pesquisador/48119/marco-antonio-de-carvalho-filho/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6
/pt/pesquisador/33920/simone-de-campos-vieira-abib/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/pt/pesquisador/92555/giovanni-faria-silva/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/pt/pesquisador/4867/joaquim-murray-bustorff-silva/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
/pt/pesquisador/7348/leonardo-antonio-mamede-zornoff/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2
/pt/pesquisador/178523/lucieni-de-oliveira-conterno/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,16,10,4,6,1
/pt/pesquisador/88016/rogerio-pazetti/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,4,0
/pt/pesquisador/88317/adhemar-longatto-filho/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,13,27,17
/pt/pesquisador/88421/maria-helena-vaisbich/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,4,1,1,1
/pt/pesquisador/88430/mario-abbud-filho/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,1
/pt/pesquisador/38123/patricia-maria-bergamo-favaro/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/pt/pesquisador/8189/walcy-paganelli-rosolia-teodoro/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,4,1,3,6,0
/pt/pesquisador/3143/luiz-fernando-onuchic/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,8,17,24,12,19,15,20,8
/pt/pesquisador/33797/denise-engelbrecht-zantut-wittmann/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,12,23,18,24,35,17,6
/pt/pesquisador/3785/ester-cerdeira-sabino/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,11,11,11,21,70,142,196,42
/pt/pesquisador/87701/raquel-franco-leal/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
/pt/pesquisador/87822/rita-nely-vilar-furtado/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1
/pt/pesquisador/87825/whady-armindo-hueb/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,4,3,2
/pt/pesquisador/88011/cristina-laguna-benetti-pinto/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,6,16,14,12,2
/pt/pesquisador/88318/mary-uchiyama-nakamura/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,2,1,0
/pt/pesquisador/4029/mirian-nacagami-sotto/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,2,0
/pt/pesquisador/3281/denise-araujo-lapa-pedreira/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,2,0,2,2,6,13,13,27,13
/pt/pesquisador/33547/walter-yukihiko-takahashi/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,4,5,4,1,3
/pt/pesquisador/33986/felix-jose-alvarez-ramires/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2
/pt/pesquisador/7553/jose-carlos-peracoli/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,3,4,13,15,6,7,9,10,0
/pt/pesquisador/7764/cristiano-mendes-gomes/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,16,6,10,8,6,20,16,2
/pt/pesquisador/2961/andre-marcio-vieira-messias/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,7,10,15,10,8,12,7,4
